"id","qnb","mvinyr","prfuse","csmptv","weight","pvwlbn","pvwlid","pvwlod","prvwel","rwtank","rwtkrp","rwusbn","rwusid","rwusod","rwtuse","otsrid","otsrod","otsodc","mncdsv","mnnmsv","dtcdsv","dtnmsv","pvcdsv","pvnmsv","dtbtor","byp1","byp2","byp3","byp4","byp5","byp6","byp7","byp8","byp9","ocpp1","ocpp2","ocpp3","ocpp4","ocpp5","ocpp6","ocpp7","ocpp8","ocpp9","hhs_0_19","hhs_20_64","hhs_65_95","hhstt","hhspo_0_19","hhspo_20_64","hhspo_65_95","hhsttpo","hhs_20_95","hhspo_20_95","eqadlt","eqadpo","rprage","rprgen","rprjob","rped6c","rped4c","income","inceqa","iceqac1","iceqac2","inccat","fseaid","dfpay","TEH","dwowsh","dwltyp","dwcsy9","dwcsy6","dwcsy5","livara","lareqa","nbktch","nblvrm","nbbdrm","nbbtrm","nbtoil","pldisw","pmnpol","pmnprp","tmppol","tmpprp","garden","dshwas","dshwrp","dshwas_3lvs","wasmch","wasmrp","wasmch_3lvs","bath","bathrp","bath_3lvs","shower","shwrrp","shower_3lvs","bthshw","btshrp","efshhd","efshrp","efshhd_3lvs","eftoil","eftlrp","eftoil_3lvs","eftech","efterp","drtoil","drtlrp","drtoil_3lvs","aoi","hlpwtk","cfdiwq","ppusvl","bdgmtr","lmtmtr","dwelocp","csptdo","cspppd","cspdwo","cspeqa","cspeqo"
897,14931,1992,"no",105.34,1.090002,"no","no","no","no","no","no","no","no","no","no","no","no","no","92140","Jemeppe-Sur-Sambre","92000","Namur","90000","Namur","SWDE",1967,1967,1991,1994,NA,NA,NA,NA,NA,1,1,0.25,0.25,NA,NA,NA,NA,NA,0,4,0,4,0,2.5,0,2.5,4,2.5,2.5,1.75,47,"M","independent","higher not university","university",2750,13200,"modest","modest","average","no","no",1.523271,"owner","2 facades","1875-1918","Before 1919","Before 1945",160,64,"1","1","3 or more","2","2","no","no","no","no","no","no","yes","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","both","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","rather confident","yes","no","no",1,105.34,72.1506849315068,115.441095890411,115.441095890411,164.915851272016
898,3868,1992,"no",56.32,0.57861,"no","no","no","no","no","no","no","no","no","no","no","no","no","55040","Soignies","55000","Soignies","50000","Hainaut","SWDE",1966,1938,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,1,1,2,2,2,1.5,1.5,76,"F","(pre)retired","higher not university","university",1750,14000,"modest","modest","modest","no","no",1.310568,"owner","4 facades","1991-2000","1991-2000","1991-2000",178,118.666666666667,"1","1","3 or more","1","1","no","no","no","no","no","no","no","no","no","yes","yes","recent_replaced","no","no","no","yes","no","yes","shower","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","rather confident","yes","no","no",1,56.32,77.1506849315068,77.1506849315068,102.867579908676,102.867579908676
899,226,1992,"no",67.16,0.570435,"no","no","no","no","no","no","no","no","no","no","no","no","no","61019","Ferrieres","61000","Huy","60000","Liege","SWDE",1940,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,74,"M","(pre)retired","highschool","highschool",1250,15000,"modest","modest","modest","no","no",2.170123,"owner","4 facades","1946-1970","1946-1970","1946-1970",NA,NA,"1","1","1","1","1","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","bathtub","none","no","no","no","no","no","no","no","no","no","no","no",0.823529411764706,"no","confident","yes","no","no",0.980769230769231,68.476862745098,184,187.607843137255,184,187.607843137255
900,10620,1986,"no",12,1.403714,"no","no","no","no","no","no","no","no","no","no","no","no","no","62063","Liege","62000","Liege","60000","Liege","CILE",1933,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,81,"F","(pre)retired","highschool","highschool",1250,15000,"modest","modest","modest","no","no",0.855431,"renter - private sector","appartment/studio","1946-1970","1946-1970","1946-1970",100,100,"1","1","2","1","1","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather suspicious","yes","no","no",1,12,32.8767123287671,32.8767123287671,32.8767123287671,32.8767123287671
901,6513,2014,"no",36.5,3.11765,"no","no","no","no","no","no","no","no","no","no","no","no","no","53053","Mons","53000","Mons","50000","Hainaut","SWDE",1979,1977,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,37,"M","state employee","university","university",4250,34000,"average","higher","higher","no","no",0.359317,"renter - private sector","2 facades","1946-1970","1946-1970","1946-1970",120,80,"1","1","3 or more","1","1","no","no","no","no","no","no","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.923076923076923,39.5416666666667,50,54.1666666666667,66.6666666666667,72.2222222222222
902,14531,1981,"no",87.66,0.780099,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","55004","Braine-Le-Comte","55000","Soignies","50000","Hainaut","SWDE",1946,1942,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,72,"F","(pre)retired","before highschool","before highschool",2250,18000,"modest","modest","modest","no","no",1.557932,"owner","2 facades","1875-1918","Before 1919","Before 1945",103,68.6666666666667,"1","1","3 or more","1","1","no","no","no","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","no","no","no","yes","no","no","no","no",0.844705882352941,"no","rather suspicious","yes","no","no",1,87.66,120.082191780822,120.082191780822,160.109589041096,160.109589041096
903,10437,2003,"no",73,0.788395,"no","no","no","no","no","no","no","no","no","no","no","no","no","92094","Namur","92000","Namur","90000","Namur","SWDE",1963,1993,1996,1997,NA,NA,NA,NA,NA,1,0.25,0.75,1,NA,NA,NA,NA,NA,2,2,0,4,1.75,1.25,0,3,2,1.25,2.1,1.65,51,"F","freelancer","university","university",3250,18571.4285714286,"modest","modest","average","no","no",0.904146,"owner - mortgage loan","4 facades","1946-1970","1946-1970","1946-1970",150,71.4285714285714,"1","1","3 or more","2","2","no","no","no","no","no","yes","yes","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.980769230769231,74.4313725490196,50,67.9738562091503,95.2380952380952,123.588829471182
904,5385,1996,"no",31.25,1.11879,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","52015","Courcelles","52000","Charleroi","50000","Hainaut","SWDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no","no",NA,"owner","2 facades","1875-1918","Before 1919","Before 1945",116,NA,"1","1","2","1","1","no","no","no","no","no","yes","no","no","no","yes","yes","recent_replaced","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",NA,NA,NA,NA,NA,NA
905,10998,1967,"no",79.78,0.780099,"no","no","no","no","no","no","no","no","no","no","no","no","no","57062","Pecq","57000","Tournai","50000","Hainaut","SWDE",1930,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,84,"F","(pre)retired",NA,NA,1250,15000,"modest","modest","modest","no","no",2.560514,"owner","4 facades","1875-1918","Before 1919","Before 1945",200,200,"1","1","3 or more","2","1","no","no","no","no","no","no","yes","no","yes","yes","no","yes","no","no","no","yes","yes","recent_replaced","shower","shower","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.942307692307692,84.6644897959184,218.575342465753,231.957506290187,218.575342465753,231.957506290187
906,11247,1968,"no",43.09,0.564243,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","no","52048","Montigny-Le-Tilleul","52000","Charleroi","50000","Hainaut","SWDE",1940,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,74,"M","(pre)retired","higher not university","university",1250,15000,"modest","modest","modest","no","no",1.425534,"owner","3 facades","1946-1970","1946-1970","1946-1970",112,112,"1","1","2","1","1","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","neither confident nor suspicious","yes","no","no",NA,NA,118.054794520548,NA,118.054794520548,NA
907,1410,2001,"no",30,0.911202,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","no","62063","Liege","62000","Liege","60000","Liege","CILE",1960,2004,NA,NA,NA,NA,NA,NA,NA,0.75,0.75,NA,NA,NA,NA,NA,NA,NA,1,1,0,2,0.75,0.75,0,1.5,1,0.75,1.3,0.975,54,"M","state employee","technique","vocation",2250,20769.2307692308,"modest","average","modest","no","no",0.569283,"owner - mortgage loan","2 facades","1919-1945","1919-1945","Before 1945",140,107.692307692308,"1","1","0","1","1","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.903846153846154,33.1914893617021,41.0958904109589,60.6237248615564,63.2244467860906,93.2672690177791
908,5804,1963,"no",58.92,0.737175,"no","no","no","no","no","no","no","no","no","no","no","no","no","84009","Bertrix","84000","Neufchateau","80000","Luxembourg","SWDE",1932,1936,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,0,0,2,2,2,2,1.5,1.5,82,"M","(pre)retired","higher not university","university",2750,22000,"modest","average","average","no","no",0.870556,"owner","4 facades","1946-1970","1946-1970","1946-1970",100,66.6666666666667,"1","1","3 or more","2","2","no","no","no","no","no","yes","yes","no","yes","yes","yes","recent_replaced","no","no","no","yes","no","yes","shower","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,58.92,80.7123287671233,80.7123287671233,107.616438356164,107.616438356164
909,2298,2009,"no",49.25,1.558136,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","63046","Limbourg","63000","Verviers","60000","Liege","SWDE",1950,1955,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,64,"M","(pre)retired","before highschool","before highschool",2750,22000,"modest","average","average","no","no",0.734586,"renter - private sector","2 facades","1919-1945","1919-1945","Before 1945",60,40,"1","1","2","1","1","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.707058823529412,"no","confident","yes","no","no",0.942307692307692,52.265306122449,67.4657534246575,71.5963097567794,89.9543378995434,95.4617463423726
910,14572,1920,"no",49.25,0.818271,"no","no","no","no","no","no","no","no","no","no","no","no","no","81004","Aubange","81000","Arlon","80000","Luxembourg","SWDE",1920,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,94,"F","(pre)retired","before highschool","before highschool",1250,15000,"modest","modest","modest","no","no",1.616089,"owner","2 facades","1919-1945","1919-1945","Before 1945",144,144,"1","1","3 or more","1","1","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","suspicious","yes","no","no",1,49.25,134.931506849315,134.931506849315,134.931506849315,134.931506849315
911,814,2013,"no",11,1.090002,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","no","91013","Beauraing","91000","Dinant","90000","Namur","SWDE",1951,1939,NA,NA,NA,NA,NA,NA,NA,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,0,1,1,2,0,0.25,0.25,0.5,2,0.5,1.5,0.5,75,"M","(pre)retired","university","university",3750,30000,"average","higher","average","no","no",0.281012,"owner","3 facades","Before 1875","Before 1919","Before 1945",171,114,"1","1","3 or more","2","2","no","no","no","no","no","yes","yes","no","yes","no","no","no","yes","no","yes","yes","no","yes","both","none","no","no","no","no","no","no","no","no","no","no","no",0.823529411764706,"no","rather confident","yes","no","no",0.153846153846154,71.5,15.0684931506849,391.780821917808,20.0913242009132,391.780821917808
912,815,2014,"no",61.23,5.933531,"no","no","no","no","no","no","no","no","no","no","no","no","no","81001","Arlon","81000","Arlon","80000","Luxembourg","SWDE",1991,1989,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,25,"F","private sector","higher not university","university",3750,30000,"average","higher","average","no","no",0.662228,"renter - private sector","appartment/studio","2006 and after","2001 and after","2001 and after",93,62,"1","1","2","1","1","no","no","no","no","no","no","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","recent_replaced","no","no","no","bathtub","bathtub","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","neither confident nor suspicious","yes","no","no",1,61.23,83.8767123287671,83.8767123287671,111.835616438356,111.835616438356
913,8624,2005,"no",59.37,0.703227,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","91013","Beauraing","91000","Dinant","90000","Namur","SWDE",1955,1960,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,59,"M","state employee","higher not university","university",2750,22000,"modest","average","average","no","no",0.876884,"owner - mortgage loan","4 facades","1981-1990","1971-1990","1971-1990",200,133.333333333333,"1","1","3 or more","2","3 or more","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","yes","no","yes","both","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.961538461538462,61.7448,81.3287671232877,84.5819178082192,108.438356164384,112.775890410959
914,13589,1977,"no",60,0.65754,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","83044","Rendeux","83000","Marche-en-Famenne","80000","Luxembourg","SWDE",1941,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,NA,NA,NA,NA,2,NA,1.5,NA,73,"M","(pre)retired","higher not university","university",2750,22000,"modest","average","average","no","no",0.885742,"owner","4 facades","1971-1980","1971-1990","1971-1990",135,90,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.923076923076923,65,82.1917808219178,NA,109.58904109589,NA
915,2096,1952,"no",22.93,2.109794,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","92094","Namur","92000","Namur","90000","Namur","SWDE",1930,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,84,"M","(pre)retired","highschool","highschool",1750,21000,"modest","average","modest","no","no",0.681807,"renter - private sector","3 facades","1919-1945","1919-1945","Before 1945",120,120,"1","1","3 or more","1","1","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",1,22.93,62.8219178082192,62.8219178082192,62.8219178082192,62.8219178082192
917,14112,2005,"no",117.47,1.080023,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","yes","54010","Comines-Warneton","54000","Mouscron","50000","Hainaut","SWDE",1983,1974,2011,2013,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,40,"M","private sector","higher not university","university",3250,18571.4285714286,"modest","modest","average","no","no",1.433242,"owner - mortgage loan","2 facades","1946-1970","1946-1970","1946-1970",110,52.3809523809524,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","recent_replaced","both","both","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.980769230769231,119.773333333333,80.458904109589,82.0365296803653,153.255055446836,156.260056534029
918,9975,2010,"no",30.06,0.820389,"no","no","no","no","no","no","no","no","no","no","no","no","no","55022","La Louviere","55000","Soignies","50000","Hainaut","SWDE",1979,2010,1975,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,39,"M","worker","technique","vocation",1250,8333.33333333333,"precarious","precarious","precarious","no","no",1.022459,"owner - mortgage loan","2 facades","2001-2005","2001 and after","2001 and after",115,63.8888888888889,"1","1","2","1","2","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","yes","shower","none","no","no","no","no","no","no","no","no","no","no","no",1,"no","neither confident nor suspicious","yes","no","no",1,30.06,27.4520547945205,27.4520547945205,45.7534246575342,45.7534246575342
919,7289,2000,"no",27.08,2.191346,"no","no","no","no","no","no","no","no","no","no","no","no","no","57081","Tournai","57000","Tournai","50000","Hainaut","SWDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,"no","no",1.655523,"renter - social or public","2 facades","1946-1970","1946-1970","1946-1970",88,NA,"1","1","3 or more","1","2","no","no","no","no","no","yes","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","both","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","suspicious","yes","no","no",1,27.08,NA,NA,NA,NA
920,716,2013,"no",77,1.801821,"no","no","no","no","no","no","no","no","no","no","no","no","no","62096","Seraing","62000","Liege","60000","Liege","CILE",1960,1972,2002,NA,NA,NA,NA,NA,NA,1,1,0.75,NA,NA,NA,NA,NA,NA,1,2,0,3,0.75,2,0,2.75,2,2,1.8,1.725,54,"M","worker","before highschool","before highschool",1250,8333.33333333333,"precarious","precarious","precarious","no","yes",2.484136,"renter - social or public","2 facades","1971-1980","1971-1990","1971-1990",112,62.2222222222222,"1","1","0","0","0","no","no","no","no","no","no","no","no","no","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","recent_replaced","both","both","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",1,77,70.3196347031964,76.7123287671233,117.199391171994,122.295016875124
921,2354,1972,"no",46.83,0.780099,"no","no","no","no","yes","no","no","no","no","no","no","no","no","52011","Charleroi","52000","Charleroi","50000","Hainaut","SWDE",1950,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,64,"M","private sector","higher not university","university",1750,21000,"modest","average","modest","no","no",1.100877,"owner","3 facades","1875-1918","Before 1919","Before 1945",80,80,"1","1","1","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","no","yes","yes","no","no","no","no",0.883529411764706,"no","rather confident","yes","no","no",0.961538461538462,48.7032,128.301369863014,133.433424657534,128.301369863014,133.433424657534
922,6434,2004,"no",93.98,0.788395,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","no","92094","Namur","92000","Namur","90000","Namur","SWDE",1966,1967,2000,2003,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,48,"M","manager","higher not university","university",5250,30000,"average","higher","higher","no","no",0.749945,"owner - mortgage loan","4 facades","1946-1970","1946-1970","1946-1970",250,119.047619047619,"1","1","3 or more","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","no","no","no","no","no","no","none","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.961538461538462,97.7392,64.3698630136986,66.9446575342466,122.609262883235,127.513633398565
923,7600,2002,"no",72,0.538871,"no","no","no","no","yes","no","yes","no","yes","outdoor","no","yes","yes","25112","Wavre","25000","Nivelles","20002","Brabant wallon","IECBW",1950,1962,1992,1999,NA,NA,NA,NA,NA,1,1,0.25,1,NA,NA,NA,NA,NA,1,3,0,4,1,2.25,0,3.25,3,2.25,2.3,1.925,64,"M","state employee","university","university",4750,24782.6086956522,"modest","average","higher","no","no",0.544617,"owner - mortgage loan","3 facades","Before 1875","Before 1919","Before 1945",175,76.0869565217391,"1","2","3 or more","1","2","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.961538461538462,74.88,49.3150684931507,63.1232876712329,85.7653365098273,106.571784380004
924,5302,2012,"no",89,1.163915,"no","no","no","no","no","no","no","no","no","no","no","no","no","62051","Herstal","62000","Liege","60000","Liege","CILE",1975,1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,NA,NA,NA,NA,2,NA,1.5,NA,43,"F","manager","highschool","highschool",2250,18000,"modest","modest","modest","no","no",1.587087,"owner - mortgage loan","3 facades","1946-1970","1946-1970","1946-1970",120,80,"1","1","2","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","no","no","no","yes","yes","recent_replaced","yes","yes","no","no","no",0.883529411764706,"no","confident","yes","no","no",0.980769230769231,90.7450980392157,121.917808219178,NA,162.557077625571,NA
925,989,1992,"no",34.22,3.03614,"no","no","no","no","no","no","yes","yes","yes","both","yes","yes","no","92003","Andenne","92000","Namur","90000","Namur","SWDE",1951,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,1,1,1,1,1,63,"F","unemployed","before highschool","before highschool",750,9000,"precarious","precarious","precarious","no","no",1.918577,"renter - private sector","3 facades","1919-1945","1919-1945","Before 1945",150,150,"1","1","0","1","0","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.551764705882353,"no","rather confident","yes","no","no",0.980769230769231,34.8909803921569,93.7534246575343,95.5917271017996,93.7534246575343,95.5917271017996
926,11729,1980,"no",57.17,1.11879,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","no","52011","Charleroi","52000","Charleroi","50000","Hainaut","SWDE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2250,NA,NA,NA,NA,"no","no",1.033938,"owner","2 facades","1875-1918","Before 1919","Before 1945",85,NA,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","no","no","no","yes","yes","recent_replaced","shower","shower","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.923076923076923,61.9341666666667,NA,NA,NA,NA
927,1455,1966,"no",101,0.626316,"no","no","no","no","yes","no","yes","yes","yes","both","yes","yes","no","55022","La Louviere","55000","Soignies","50000","Hainaut","SWDE",1934,1939,1964,1994,2000,NA,NA,NA,NA,1,1,1,0.25,0.75,NA,NA,NA,NA,1,2,2,5,0.75,1.25,2,4,4,3.25,2.8,2.35,80,"M","(pre)retired","university","university",4750,20357.1428571429,"modest","average","higher","no","no",0.846563,"owner","4 facades","1919-1945","1919-1945","Before 1945",145,51.7857142857143,"2","2","3 or more","2","2","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","yes","yes","recent_replaced","both","shower","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",1,101,55.3424657534247,69.1780821917808,98.825831702544,117.749927134946
928,12689,2003,"no",99,1.163915,"no","no","no","no","no","no","no","no","no","no","no","no","no","62093","Saint-Nicolas","62000","Liege","60000","Liege","CILE",1979,1980,2008,2011,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,2,2,0,4,2,2,0,4,2,2,2.1,2.1,35,"M","manager","higher not university","university",4250,24285.7142857143,"modest","average","average","no","no",0.931551,"owner - mortgage loan","2 facades","1946-1970","1946-1970","1946-1970",120,57.1428571428571,"1","1","3 or more","1","1","no","no","no","no","no","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","no","no","bathtub","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","rather confident","yes","no","no",0.942307692307692,105.061224489796,67.8082191780822,71.9597428012301,129.158512720157,137.066176764248
929,12269,2008,"no",74,0.406484,"no","no","no","no","yes","yes","yes","no","yes","outdoor","no","yes","yes","62118","Grace-Hollogne","62000","Liege","60000","Liege","CILE",1950,1956,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,2,0,2,2,2,1.5,1.5,64,"M","(pre)retired","technique","vocation",2250,18000,"modest","modest","modest","no","no",1.328323,"owner - mortgage loan","4 facades","2006 and after","2001 and after","2001 and after",115,76.6666666666667,"1","1","2","1","2","no","no","no","no","no","yes","yes","yes","recent_replaced","yes","yes","recent_replaced","no","no","no","yes","yes","recent_replaced","shower","shower","yes","yes","recent_replaced","yes","yes","recent_replaced","yes","yes","no","no","no",0.728235294117647,"no","confident","yes","no","no",0.865384615384615,85.5111111111111,101.369863013699,117.138508371385,135.159817351598,156.184677828513
931,2971,2011,"no",70,3.035935,"no","no","no","no","no","no","yes","no","yes","outdoor","no","yes","no","83012","Durbuy","83000","Marche-en-Famenne","80000","Luxembourg","SWDE",1970,1982,2009,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,0,3,1,2,0,3,2,2,1.8,1.8,44,"M","unemployed","professional","vocation",1250,8333.33333333333,"precarious","precarious","precarious","no","yes",2.257977,"renter - private sector","4 facades","1946-1970","1946-1970","1946-1970",180,100,"1","1","3 or more","1","1","no","no","no","yes","no","yes","no","no","no","yes","no","yes","yes","no","yes","yes","no","yes","both","none","yes","no","yes","yes","no","yes","yes","no","no","no","no",0.728235294117647,"no","neither confident nor suspicious","yes","no","no",1,70,63.9269406392694,63.9269406392694,106.544901065449,106.544901065449
